State,County,Year,Days_with_AQI,Good_Days,Moderate_Days,Unhealthy_Sensitive_Days,Unhealthy_Days,Very_Unhealthy_Days,Hazardous_Days,Max_AQI,90th_Percentile_AQI,Median_AQI,Latitude,Longitude
New York,Chautauqua,2021,90,84,6,0,0,0,0,67,49,37,42.49963,-79.31881
New York,Dutchess,2021,90,90,0,0,0,0,0,50,42,35,41.78555,-73.74136
New York,Erie,2021,91,76,15,0,0,0,0,76,53,37,42.99813,-78.89926
New York,Essex,2021,90,85,5,0,0,0,0,64,47,42,43.9731,-74.2232
New York,Hamilton,2021,90,88,2,0,0,0,0,64,44,37,43.44957,-74.51625
New York,Jefferson,2021,86,83,3,0,0,0,0,64,44,37,44.08747,-75.97316
New York,Kings,2021,90,83,7,0,0,0,0,68,45,31,40.71961,-73.94771
New York,Monroe,2021,91,74,17,0,0,0,0,78,54,38,43.14618,-77.54817
New York,Nassau,2021,89,83,6,0,0,0,0,64,42,26,40.74316,-73.58549
New York,New York,2021,91,82,9,0,0,0,0,69,50,37,40.81976,-73.94825
New York,Niagara,2021,89,85,4,0,0,0,0,61,44,36,43.096373,-79.011447
New York,Oneida,2021,84,82,2,0,0,0,0,58,38,27,43.09892,-75.22506
New York,Onondaga,2021,90,79,11,0,0,0,0,64,52,38,43.05235,-76.05921
New York,Orange,2021,90,82,8,0,0,0,0,72,45,37,41.52375,-74.21534
New York,Oswego,2021,87,82,5,0,0,0,0,61,45,37,43.28428,-76.46324
New York,Putnam,2021,90,90,0,0,0,0,0,49,44,36,41.45589,-73.70977
New York,Queens,2021,91,77,14,0,0,0,0,79,54,40,40.739264,-73.817694
New York,Richmond,2021,89,82,7,0,0,0,0,71,45,36,40.58027,-74.19832
New York,Rockland,2021,89,85,4,0,0,0,0,61,44,35,41.18208,-74.02819
New York,Saratoga,2021,90,87,3,0,0,0,0,51,43,36,43.01209,-73.6489
New York,St. Lawrence,2021,90,68,16,6,0,0,0,116,90,17,44.965412,-74.875
New York,Steuben,2021,91,81,10,0,0,0,0,62,54,38,42.09142,-77.20978
New York,Suffolk,2021,90,84,6,0,0,0,0,72,48,39,40.82799,-73.05754
New York,Tompkins,2021,59,58,1,0,0,0,0,54,44,36,42.4006,-76.6538
New York,Wayne,2021,89,88,1,0,0,0,0,58,44,35,43.23086,-77.17136
New York,Westchester,2021,90,86,4,0,0,0,0,60,44,35,41.05192,-73.76366
North Carolina,Alexander,2021,31,27,4,0,0,0,0,80,51,43,35.9138,-81.191
North Carolina,Avery,2021,85,83,2,0,0,0,0,58,45,38,36.1058,-82.0454
North Carolina,Beaufort,2021,57,57,0,0,0,0,0,19,3,0,35.428,-76.7399
North Carolina,Brunswick,2021,57,55,2,0,0,0,0,57,31,0,33.942294,-78.019264
North Carolina,Buncombe,2021,90,88,2,0,0,0,0,64,46,26,35.481963,-82.509719
North Carolina,Caldwell,2021,31,30,1,0,0,0,0,71,49,42,35.9359,-81.5306
North Carolina,Carteret,2021,54,54,0,0,0,0,0,49,41,33,34.8848,-76.6203
North Carolina,Caswell,2021,37,36,1,0,0,0,0,77,47,39,36.307033,-79.467417
North Carolina,Catawba,2021,59,53,6,0,0,0,0,61,51,26,35.728889,-81.365556
North Carolina,Cumberland,2021,90,85,5,0,0,0,0,74,47,32,35.002304,-78.991692
North Carolina,Davidson,2021,59,47,12,0,0,0,0,66,58,35,35.8145,-80.2627
North Carolina,Durham,2021,90,86,4,0,0,0,0,67,46,34,36.032955,-78.904037
North Carolina,Edgecombe,2021,90,86,4,0,0,0,0,84,45,26,35.988278,-77.5843
North Carolina,Forsyth,2021,59,52,7,0,0,0,0,67,56,30,36.051805,-80.144933
North Carolina,Graham,2021,31,27,4,0,0,0,0,71,51,44,35.2578,-83.7955
North Carolina,Granville,2021,31,30,1,0,0,0,0,67,45,38,36.141111,-78.768056
North Carolina,Guilford,2021,90,85,5,0,0,0,0,87,45,28,36.109006,-79.802314
North Carolina,Haywood,2021,80,74,6,0,0,0,0,67,48,23,35.587144,-83.074156
North Carolina,Johnston,2021,90,88,2,0,0,0,0,80,46,30,35.59095,-78.4622
North Carolina,Lenoir,2021,59,57,2,0,0,0,0,77,47,28,35.2318,-77.5669
North Carolina,Lincoln,2021,31,29,2,0,0,0,0,67,47,41,35.438556,-81.27675
North Carolina,Macon,2021,58,58,0,0,0,0,0,45,40,33,35.0608,-83.4306
North Carolina,Martin,2021,31,30,1,0,0,0,0,74,46,40,35.81066,-76.9063
North Carolina,Mecklenburg,2021,91,74,17,0,0,0,0,71,53,38,35.281791,-80.851473
North Carolina,Mitchell,2021,59,59,0,0,0,0,0,50,41,19,35.912487,-82.062082
North Carolina,Montgomery,2021,59,55,4,0,0,0,0,58,45,34,35.2632,-79.8365
North Carolina,New Hanover,2021,90,88,2,0,0,0,0,71,43,30,34.23583,-77.9547
North Carolina,Northampton,2021,90,90,0,0,0,0,0,50,30,12,36.511708,-77.655389
North Carolina,Person,2021,31,28,3,0,0,0,0,84,49,42,36.49002,-79.058272
North Carolina,Pitt,2021,85,83,2,0,0,0,0,74,43,28,35.641276,-77.360126
North Carolina,Rockingham,2021,87,83,4,0,0,0,0,90,45,1,36.308889,-79.859167
North Carolina,Rowan,2021,89,83,6,0,0,0,0,67,48,35,35.551868,-80.395039
North Carolina,Swain,2021,85,68,17,0,0,0,0,76,62,43,35.498711,-83.310242
North Carolina,Union,2021,31,29,2,0,0,0,0,64,48,41,34.974039,-80.540622
North Carolina,Wake,2021,91,85,6,0,0,0,0,74,48,37,35.8652,-78.8197
North Carolina,Yancey,2021,31,25,6,0,0,0,0,77,51,46,35.765413,-82.264944
North Dakota,Billings,2021,59,55,4,0,0,0,0,58,38,31,46.8943,-103.37853
North Dakota,Burke,2021,59,55,4,0,0,0,0,72,48,31,48.64193,-102.4018
North Dakota,Burleigh,2021,60,51,8,0,1,0,0,152,58,30,46.825425,-100.76821
North Dakota,Cass,2021,59,44,15,0,0,0,0,82,66,31,46.933754,-96.85535
North Dakota,Dunn,2021,59,53,6,0,0,0,0,71,52,30,47.342423,-102.645864
North Dakota,McKenzie,2021,53,50,3,0,0,0,0,78,39,29,47.5812,-103.2995
North Dakota,Mercer,2021,59,53,6,0,0,0,0,64,51,30,47.400624,-101.929099
North Dakota,Oliver,2021,59,52,7,0,0,0,0,62,54,30,47.185833,-101.428056
North Dakota,Ward,2021,59,54,5,0,0,0,0,68,48,30,47.940861,-101.571583
Ohio,Allen,2021,59,46,13,0,0,0,0,68,59,36,40.770944,-84.0539
Ohio,Ashtabula,2021,59,59,0,0,0,0,0,11,9,7,41.959695,-80.572808
Ohio,Athens,2021,18,17,1,0,0,0,0,56,48,21,39.442165,-81.908827
Ohio,Belmont,2021,59,53,6,0,0,0,0,62,52,17,39.9679,-80.7464
Ohio,Butler,2021,90,51,38,1,0,0,0,101,72,48,39.5327,-84.7286
Ohio,Clark,2021,68,45,23,0,0,0,0,84,66,44,39.92882,-83.80949
Ohio,Clermont,2021,90,80,10,0,0,0,0,66,53,34,39.0828,-84.1441
Ohio,Columbiana,2021,59,59,0,0,0,0,0,28,8,0,40.634688,-80.545695
Ohio,Cuyahoga,2021,60,18,42,0,0,0,0,96,80,56,41.536942,-81.458871
Ohio,Fayette,2021,59,58,1,0,0,0,0,54,43,31,39.6359,-83.2605
Ohio,Franklin,2021,60,37,23,0,0,0,0,85,68,46,40.0877,-82.959773
Ohio,Gallia,2021,58,57,1,0,0,0,0,87,13,3,38.94945,-82.1104
Ohio,Guernsey,2021,59,57,2,0,0,0,0,59,26,3,39.983752,-81.562234
Ohio,Hamilton,2021,91,46,44,1,0,0,0,107,73,50,39.146025,-84.538375
Ohio,Hancock,2021,59,59,0,0,0,0,0,34,9,1,41.093169,-83.423448
Ohio,Harrison,2021,51,48,3,0,0,0,0,61,30,5,40.332933,-80.933401
Ohio,Jefferson,2021,56,38,18,0,0,0,0,95,62,39,40.259475,-80.639987
Ohio,Lake,2021,59,57,2,0,0,0,0,62,42,26,41.758462,-81.278129
Ohio,Lawrence,2021,59,43,16,0,0,0,0,75,66,35,38.508075,-82.659241
Ohio,Lorain,2021,59,43,16,0,0,0,0,74,59,35,41.463071,-82.114261
Ohio,Lucas,2021,59,51,8,0,0,0,0,71,55,29,41.679867,-83.4785
Ohio,Mahoning,2021,59,52,7,0,0,0,0,74,54,32,41.09596,-80.65847
Ohio,Medina,2021,59,45,14,0,0,0,0,76,60,36,41.0604,-81.9239
Ohio,Montgomery,2021,63,40,23,0,0,0,0,93,67,42,39.755969,-84.198674
Ohio,Morgan,2021,55,55,0,0,0,0,0,39,10,3,39.63223,-81.67005
Ohio,Noble,2021,59,59,0,0,0,0,0,48,42,31,39.9428,-81.3373
Ohio,Preble,2021,70,46,24,0,0,0,0,95,63,39,39.83562,-84.720524
Ohio,Scioto,2021,59,53,6,0,0,0,0,57,51,12,38.588034,-82.834973
Ohio,Stark,2021,90,54,36,0,0,0,0,92,72,45,40.93133,-81.123519
Ohio,Summit,2021,59,47,12,0,0,0,0,74,62,33,41.079159,-81.516235
Ohio,Trumbull,2021,59,49,10,0,0,0,0,74,60,35,41.23172,-80.80116
Ohio,Warren,2021,90,77,13,0,0,0,0,70,58,37,39.42689,-84.20077
Ohio,Washington,2021,59,59,0,0,0,0,0,29,24,4,39.43147,-81.50131
Oklahoma,Adair,2021,91,81,9,1,0,0,0,117,54,37,35.750735,-94.669697
Oklahoma,Canadian,2021,120,115,5,0,0,0,0,74,49,35,35.479215,-97.751503
Oklahoma,Carter,2021,87,64,23,0,0,0,0,68,58,38,34.244189,-97.462931
Oklahoma,Cleveland,2021,120,57,62,1,0,0,0,106,65,51,35.320105,-97.484099
Oklahoma,Comanche,2021,118,92,26,0,0,0,0,71,56,43,34.732404,-98.713351
Oklahoma,Creek,2021,119,107,12,0,0,0,0,74,51,36,36.105481,-96.361196
Oklahoma,Dewey,2021,120,107,13,0,0,0,0,68,51,39,36.158414,-98.931973
Oklahoma,Garfield,2021,116,115,1,0,0,0,0,64,13,0,36.512363,-97.845959
Oklahoma,Kay,2021,120,63,51,5,1,0,0,163,78,48,36.939969,-97.345
Oklahoma,Mayes,2021,32,31,1,0,0,0,0,58,46,39,36.228408,-95.249943
Oklahoma,Oklahoma,2021,121,63,57,1,0,0,0,104,67,49,35.614131,-97.475083
Oklahoma,Osage,2021,117,104,13,0,0,0,0,87,51,36,36.35586,-96.01243
Oklahoma,Pittsburg,2021,120,78,41,1,0,0,0,117,64,45,34.829396,-95.843642
Oklahoma,Sequoyah,2021,90,78,11,1,0,0,0,122,55,34,35.40814,-94.524413
Oklahoma,Tulsa,2021,121,65,54,1,1,0,0,163,71,49,35.901324,-96.012749
Oklahoma,Washington,2021,120,84,31,5,0,0,0,129,68,45,36.512368,-95.882622
Oregon,Lane,2021,29,25,4,0,0,0,0,58,55,25,43.799501,-123.053487
Pennsylvania,Adams,2021,78,78,0,0,0,0,0,50,43,36,39.9231,-77.3078
Pennsylvania,Allegheny,2021,91,54,36,1,0,0,0,123,72,44,40.308219,-79.869134
Pennsylvania,Armstrong,2021,66,64,2,0,0,0,0,77,44,36,40.814183,-79.56475
Pennsylvania,Beaver,2021,78,76,2,0,0,0,0,77,44,35,40.685019,-80.324775
Pennsylvania,Berks,2021,81,77,4,0,0,0,0,77,45,33,40.377222,-75.914444
Pennsylvania,Blair,2021,72,71,1,0,0,0,0,64,42,33,40.535278,-78.370833
Pennsylvania,Bradford,2021,66,64,2,0,0,0,0,54,44,38,41.705226,-76.512726
Pennsylvania,Bucks,2021,68,67,1,0,0,0,0,58,43,32,40.107222,-74.882222
Pennsylvania,Cambria,2021,66,64,2,0,0,0,0,58,44,36,40.309722,-78.915
Pennsylvania,Centre,2021,78,78,0,0,0,0,0,50,44,34,40.7208,-77.9319
Pennsylvania,Chester,2021,52,52,0,0,0,0,0,50,40,32,39.834461,-75.768242
Pennsylvania,Clearfield,2021,70,70,0,0,0,0,0,46,39,32,41.1175,-78.526194
Pennsylvania,Dauphin,2021,81,81,0,0,0,0,0,48,41,32,40.272222,-76.681389
Pennsylvania,Delaware,2021,78,78,0,0,0,0,0,45,42,32,39.818715,-75.413973
Pennsylvania,Elk,2021,58,58,0,0,0,0,0,49,42,35,41.598119,-78.767867
Pennsylvania,Erie,2021,38,38,0,0,0,0,0,49,43,33,42.14175,-80.038611
Pennsylvania,Fayette,2021,70,70,0,0,0,0,0,48,38,30,39.917663,-79.805499
Pennsylvania,Franklin,2021,73,73,0,0,0,0,0,50,40,33,39.961111,-77.475556
Pennsylvania,Greene,2021,75,73,2,0,0,0,0,71,44,32,39.80933,-80.26567
Pennsylvania,Indiana,2021,69,68,1,0,0,0,0,58,43,33,40.56333,-78.919972
Pennsylvania,Lackawanna,2021,79,78,1,0,0,0,0,51,41,33,41.442778,-75.623056
Pennsylvania,Lancaster,2021,86,85,1,0,0,0,0,61,44,35,40.043833,-76.1124
Pennsylvania,Lawrence,2021,79,79,0,0,0,0,0,41,32,26,40.995848,-80.346442
Pennsylvania,Lebanon,2021,66,66,0,0,0,0,0,49,42,35,40.337328,-76.383447
Pennsylvania,Lehigh,2021,67,67,0,0,0,0,0,50,40,31,40.611944,-75.4325
Pennsylvania,Luzerne,2021,76,76,0,0,0,0,0,48,41,34,41.265556,-75.846389
Pennsylvania,Lycoming,2021,75,75,0,0,0,0,0,46,40,32,41.266263,-77.231189
Pennsylvania,Mercer,2021,78,77,1,0,0,0,0,58,42,34,41.4271,-80.1451
Pennsylvania,Monroe,2021,65,64,1,0,0,0,0,58,42,34,41.08306,-75.32328
Pennsylvania,Montgomery,2021,77,77,0,0,0,0,0,49,43,33,40.112222,-75.309167
Pennsylvania,Northampton,2021,77,76,1,0,0,0,0,61,44,34,40.628056,-75.341111
Pennsylvania,Somerset,2021,58,58,0,0,0,0,0,47,41,31,39.9878,-79.2515
Pennsylvania,Tioga,2021,64,64,0,0,0,0,0,50,44,37,41.644722,-76.939167
Pennsylvania,Washington,2021,79,76,3,0,0,0,0,61,44,34,40.268963,-80.243995
Pennsylvania,Westmoreland,2021,66,66,0,0,0,0,0,42,33,26,40.392922,-79.024456
Pennsylvania,York,2021,81,80,1,0,0,0,0,64,42,35,39.8751,-76.912256
Rhode Island,Kent,2021,89,87,2,0,0,0,0,77,45,25,41.615237,-71.72
Rhode Island,Providence,2021,91,75,16,0,0,0,0,78,55,40,41.841039,-71.36097
Rhode Island,Washington,2021,90,88,2,0,0,0,0,74,42,27,41.377434,-71.524337
South Carolina,Aiken,2021,68,67,1,0,0,0,0,64,46,33,33.342226,-81.788731
South Carolina,Anderson,2021,40,38,2,0,0,0,0,64,47,41,34.635958,-82.810667
South Carolina,Berkeley,2021,48,47,1,0,0,0,0,54,46,36,33.183016,-80.030712
South Carolina,Charleston,2021,90,75,15,0,0,0,0,67,56,38,32.790984,-79.958694
South Carolina,Chesterfield,2021,90,81,9,0,0,0,0,64,51,34,34.615367,-80.198787
South Carolina,Darlington,2021,54,53,1,0,0,0,0,51,44,33,34.285696,-79.744859
South Carolina,Edgefield,2021,79,73,6,0,0,0,0,87,50,35,33.739963,-81.853635
South Carolina,Florence,2021,77,71,6,0,0,0,0,58,49,27,34.1675,-79.56266
South Carolina,Greenville,2021,90,73,17,0,0,0,0,99,58,38,34.751848,-82.256701
South Carolina,Horry,2021,41,38,3,0,0,0,0,54,46,38,33.8005,-78.9941
South Carolina,Lexington,2021,90,76,14,0,0,0,0,66,54,28,33.969145,-81.06629
South Carolina,Richland,2021,90,84,6,0,0,0,0,67,47,35,34.131262,-80.868318
South Carolina,Spartanburg,2021,81,73,8,0,0,0,0,76,49,36,34.955566,-81.924797
South Carolina,York,2021,90,87,3,0,0,0,0,61,44,30,34.9127,-80.8745
Tennessee,Blount,2021,60,59,1,0,0,0,0,51,42,34,35.603056,-83.783611
Tennessee,Claiborne,2021,58,57,1,0,0,0,0,54,40,30,36.46983,-83.826511
Tennessee,DeKalb,2021,57,56,1,0,0,0,0,58,42,31,36.0388,-85.7331
Tennessee,Hamilton,2021,59,52,7,0,0,0,0,56,51,29,35.102638,-85.162194
Tennessee,Knox,2021,120,87,31,2,0,0,0,150,64,43,36.019186,-83.87381
Tennessee,Sevier,2021,59,59,0,0,0,0,0,50,44,38,35.562872,-83.497941
Texas,Bell,2021,31,30,1,0,0,0,0,93,45,33,31.088002,-97.679734
Texas,Brazos,2021,31,29,2,0,0,0,0,84,49,27,30.628333,-96.362777
Texas,Brewster,2021,57,57,0,0,0,0,0,47,44,38,29.30265,-103.17781
Texas,Collin,2021,31,31,0,0,0,0,0,38,36,30,33.136025,-96.824473
Texas,Dallas,2021,32,32,0,0,0,0,0,44,38,32,32.92118,-96.75355
Texas,Denton,2021,31,29,2,0,0,0,0,63,48,34,33.410648,-96.94459
Texas,Ector,2021,30,28,2,0,0,0,0,57,45,25,31.870259,-102.334745
Texas,El Paso,2021,32,25,7,0,0,0,0,74,54,42,31.86247,-106.5473
Texas,Ellis,2021,31,29,2,0,0,0,0,61,42,34,32.175417,-96.870189
Texas,Freestone,2021,31,31,0,0,0,0,0,4,1,0,31.797813,-96.1031
Texas,Hood,2021,31,31,0,0,0,0,0,39,34,30,32.442304,-97.803529
Texas,Howard,2021,29,15,7,5,2,0,0,178,146,49,32.280422,-101.407137
Texas,Hunt,2021,31,31,0,0,0,0,0,40,35,29,33.153088,-96.115572
Texas,Hutchinson,2021,31,30,0,1,0,0,0,102,34,0,35.6762,-101.4401
Texas,Jefferson,2021,31,28,3,0,0,0,0,68,47,36,29.8442,-93.9652
Texas,Johnson,2021,29,29,0,0,0,0,0,43,41,31,32.469701,-97.169271
Texas,Kaufman,2021,31,31,0,0,0,0,0,40,33,26,32.731919,-96.317911
Texas,Lubbock,2021,18,17,1,0,0,0,0,66,33,13,33.58553,-101.78698
Texas,McLennan,2021,32,31,1,0,0,0,0,74,42,33,31.653086,-97.070704
Texas,Navarro,2021,31,31,0,0,0,0,0,46,40,31,31.9041,-96.352
Texas,Orange,2021,31,28,3,0,0,0,0,75,41,32,30.194167,-93.866944
Texas,Parker,2021,31,31,0,0,0,0,0,42,38,31,32.868773,-97.905931
Texas,Polk,2021,59,58,1,0,0,0,0,61,39,30,30.7017,-94.6742
Texas,Potter,2021,31,30,0,1,0,0,0,104,42,23,35.3165,-101.7418
Texas,Randall,2021,58,58,0,0,0,0,0,45,41,35,34.8803,-101.6649
Texas,Robertson,2021,31,31,0,0,0,0,0,29,6,0,31.168889,-96.481944
Texas,Rockwall,2021,31,31,0,0,0,0,0,36,33,27,32.936523,-96.459211
Texas,Tarrant,2021,32,22,10,0,0,0,0,62,54,40,32.65637,-97.088598
Texas,Travis,2021,32,26,6,0,0,0,0,77,53,39,30.35386,-97.69166
Utah,Box Elder,2021,90,90,0,0,0,0,0,47,44,38,41.945874,-112.233973
Utah,Cache,2021,90,68,21,1,0,0,0,105,74,40,41.842649,-111.852199
Utah,Carbon,2021,90,90,0,0,0,0,0,50,44,40,39.60996,-110.800749
Utah,Davis,2021,90,73,17,0,0,0,0,96,61,39,41.041609,-112.233281
Utah,Duchesne,2021,90,63,27,0,0,0,0,84,67,45,40.216779,-110.182742
Utah,Garfield,2021,87,86,1,0,0,0,0,61,47,43,37.618383,-112.174368
Utah,Iron,2021,90,90,0,0,0,0,0,47,42,36,37.74743,-113.055525
Utah,Salt Lake,2021,91,60,30,1,0,0,0,119,64,44,40.662878,-111.901188
Utah,San Juan,2021,59,59,0,0,0,0,0,44,42,39,38.45832,-109.82126
Utah,Tooele,2021,90,80,9,1,0,0,0,133,54,32,40.600532,-112.353414
Utah,Uintah,2021,90,70,20,0,0,0,0,84,62,44,40.44,-109.3
Utah,Utah,2021,91,79,12,0,0,0,0,67,54,40,40.136336,-111.660502
Utah,Washington,2021,90,87,3,0,0,0,0,52,45,41,37.1983,-113.1506
Utah,Weber,2021,91,76,15,0,0,0,0,86,55,35,41.303614,-111.987871
Virginia,Carroll,2021,1,1,0,0,0,0,0,6,6,6,36.70067,-80.87978
Virginia,Fairfax,2021,1,1,0,0,0,0,0,2,2,2,38.76835,-77.18347
Virginia,Giles,2021,57,57,0,0,0,0,0,45,39,31,37.3232,-80.4572
Virginia,Hampton City,2021,1,1,0,0,0,0,0,5,5,5,37.103733,-76.387017
Virginia,Hopewell City,2021,1,1,0,0,0,0,0,2,2,2,37.289616,-77.291816
Virginia,Madison,2021,59,59,0,0,0,0,0,44,41,34,38.5231,-78.43471
Virginia,Norfolk City,2021,2,2,0,0,0,0,0,6,6,6,36.85555,-76.30135
Virginia,Prince Edward,2021,53,53,0,0,0,0,0,41,35,31,37.1655,-78.3069
Virginia,Stafford,2021,1,1,0,0,0,0,0,6,6,6,38.48123,-77.3704
Washington,Adams,2021,30,30,0,0,0,0,0,32,29,14,47.12,-118.3819
Washington,Asotin,2021,23,7,16,0,0,0,0,94,82,62,46.425416,-117.060445
Washington,Benton,2021,31,29,2,0,0,0,0,53,48,29,46.204582,-119.243743
Washington,Chelan,2021,31,22,9,0,0,0,0,70,58,41,47.334444,-120.095556
Washington,Clallam,2021,32,28,4,0,0,0,0,57,51,40,48.006295,-122.973953
Washington,Clark,2021,31,25,6,0,0,0,0,72,59,33,45.64336,-122.58737
Washington,Columbia,2021,59,58,1,0,0,0,0,52,41,35,46.318,-117.985
Washington,Cowlitz,2021,31,28,3,0,0,0,0,59,39,23,46.139444,-122.961944
Washington,Franklin,2021,31,31,0,0,0,0,0,50,34,21,46.5754,-119.0021
Washington,Garfield,2021,31,31,0,0,0,0,0,38,35,15,46.474438,-117.614764
Washington,Grant,2021,31,30,1,0,0,0,0,51,35,24,47.241153,-119.847824
Washington,Grays Harbor,2021,31,31,0,0,0,0,0,49,38,23,46.97228,-123.83173
Washington,Jefferson,2021,31,31,0,0,0,0,0,42,32,17,48.12919,-122.77897
Washington,King,2021,32,22,10,0,0,0,0,73,63,39,47.386111,-122.230278
Washington,Kitsap,2021,31,31,0,0,0,0,0,50,40,23,47.592675,-122.627397
Washington,Kittitas,2021,31,24,7,0,0,0,0,82,59,38,47.399815,-121.427096
Washington,Lewis,2021,31,27,4,0,0,0,0,55,51,23,46.624184,-121.388064
Washington,Mason,2021,31,29,2,0,0,0,0,55,42,25,47.21355,-123.10081
Washington,Okanogan,2021,31,4,27,0,0,0,0,98,87,65,48.354124,-120.105116
Washington,Pend Oreille,2021,31,29,2,0,0,0,0,55,48,38,48.181952,-117.053102
Washington,Pierce,2021,31,22,9,0,0,0,0,83,62,40,47.14,-122.3003
Washington,Skagit,2021,28,28,0,0,0,0,0,48,46,20,48.4102,-122.3376
Washington,Snohomish,2021,31,16,14,1,0,0,0,108,74,49,48.054315,-122.171529
Washington,Spokane,2021,31,23,8,0,0,0,0,67,55,40,47.69978,-117.42635
Washington,Stevens,2021,31,11,20,0,0,0,0,80,68,56,48.544448,-117.903425
Washington,Thurston,2021,30,28,2,0,0,0,0,58,48,19,47.029396,-122.821548
Washington,Walla Walla,2021,31,30,1,0,0,0,0,54,46,25,46.199901,-119.008329
Washington,Whatcom,2021,31,30,1,0,0,0,0,51,38,16,48.73142,-121.065815
Washington,Whitman,2021,31,31,0,0,0,0,0,45,28,15,47.23136,-117.36856
Washington,Yakima,2021,31,10,21,0,0,0,0,87,72,62,46.37543,-120.72932
West Virginia,Berkeley,2021,31,30,1,0,0,0,0,58,47,41,39.448105,-77.963845
West Virginia,Brooke,2021,90,88,2,0,0,0,0,81,30,15,40.240877,-80.65033
West Virginia,Cabell,2021,31,30,1,0,0,0,0,58,43,37,38.410242,-82.432436
West Virginia,Gilmer,2021,59,59,0,0,0,0,0,46,37,29,38.8795,-80.8477
West Virginia,Greenbrier,2021,31,31,0,0,0,0,0,50,44,40,37.908533,-80.632633
West Virginia,Hancock,2021,90,89,1,0,0,0,0,51,44,10,40.618353,-80.540616
West Virginia,Kanawha,2021,91,78,13,0,0,0,0,69,55,38,38.366183,-81.693717
West Virginia,Marshall,2021,89,40,49,0,0,0,0,98,71,52,39.915961,-80.733858
West Virginia,Mason,2021,59,58,1,0,0,0,0,74,6,1,38.95649,-82.08866
West Virginia,Monongalia,2021,89,88,1,0,0,0,0,67,44,3,39.649367,-79.920867
West Virginia,Ohio,2021,31,29,2,0,0,0,0,67,44,39,40.114876,-80.700972
West Virginia,Tucker,2021,59,59,0,0,0,0,0,45,40,31,39.0905,-79.6617
West Virginia,Wood,2021,90,90,0,0,0,0,0,49,40,4,39.323533,-81.552367
Wisconsin,Dane,2021,5,4,1,0,0,0,0,55,55,43,43.0733,-89.4358
Wisconsin,Dodge,2021,11,8,3,0,0,0,0,75,73,36,43.466111,-88.621111
Wisconsin,Milwaukee,2021,10,7,3,0,0,0,0,66,66,42,43.1818,-87.901
Wisconsin,Taylor,2021,59,59,0,0,0,0,0,46,40,31,45.2066,-90.5969
Wisconsin,Waukesha,2021,5,4,1,0,0,0,0,53,53,44,43.020075,-88.21507
Wyoming,Albany,2021,59,59,0,0,0,0,0,47,45,43,41.3642,-106.2399
Wyoming,Campbell,2021,89,89,0,0,0,0,0,44,41,34,44.295496,-105.368761
Wyoming,Sublette,2021,90,89,1,0,0,0,0,77,47,43,42.9288,-109.788
Wyoming,Sweetwater,2021,90,83,7,0,0,0,0,83,40,10,41.76306,-108.73444
Wyoming,Teton,2021,60,60,0,0,0,0,0,46,43,38,44.565217,-110.400996
Alabama,Jefferson,1980,343,171,109,37,19,7,0,221,140,51,33.565278,-86.796389
Alabama,Madison,1980,344,154,125,60,5,0,0,185,112,56,34.772727,-86.756174
Alabama,Mobile,1980,286,180,62,35,8,1,0,204,119,41,30.474305,-88.141022
Alabama,Morgan,1980,332,207,93,32,0,0,0,148,100,39,34.530717,-86.967536
Alabama,Tuscaloosa,1980,132,94,28,10,0,0,0,147,93,38,33.089772,-87.459733
Alaska,Anchorage ,1980,366,205,116,18,14,13,0,280,126,44,61.3267,-149.569707
Alaska,Fairbanks North Star ,1980,356,239,80,24,10,3,0,210,103,33,64.839846,-147.653858
Alaska,North Slope ,1980,92,92,0,0,0,0,0,42,33,28,68.637233,-149.590949
Arizona,Cochise,1980,359,122,38,55,144,0,0,200,200,117,32.00941,-109.38906
Arizona,Coconino,1980,283,228,54,1,0,0,0,101,59,40,35.225136,-111.607603
Arizona,Gila,1980,366,88,4,57,217,0,0,200,200,173,33.419017,-110.82967
Arizona,Maricopa,1980,362,93,164,74,24,7,0,227,147,79,33.503833,-112.095767
Arizona,Pima,1980,366,17,159,140,50,0,0,200,169,101,32.248712,-111.218494
Arizona,Pinal,1980,342,179,7,64,92,0,0,200,200,39,33.293465,-111.285594
Arizona,Yavapai,1980,25,16,8,1,0,0,0,108,58,47,34.340556,-111.683923
Arizona,Yuma,1980,270,191,50,21,8,0,0,182,105,29,32.690278,-114.61444
Arkansas,Crittenden,1980,250,212,28,10,0,0,0,148,69,14,35.197288,-90.193141
Arkansas,Pulaski,1980,366,264,56,28,17,1,0,202,115,38,34.681343,-92.328697
California,Alameda,1980,366,237,106,15,4,4,0,232,89,40,37.654456,-122.031547
California,Butte,1980,353,281,68,4,0,0,0,126,68,38,39.327563,-121.668811
California,Colusa,1980,31,30,1,0,0,0,0,67,28,16,39.18919,-121.99887
California,Contra Costa,1980,366,211,111,36,7,1,0,219,105,47,37.743649,-121.934188
California,El Dorado,1980,366,188,155,21,2,0,0,153,92,50,38.9248,-119.97
California,Fresno,1980,366,71,129,77,50,39,0,238,201,90,37.22064,-119.155557
California,Glenn,1980,358,261,66,30,1,0,0,156,100,37,39.53387,-122.190834
California,Imperial,1980,356,194,95,40,23,4,0,208,140,48,33.213611,-115.54528
California,Inyo,1980,175,155,18,2,0,0,0,101,51,37,37.155494,-118.293547
California,Kern,1980,365,45,158,89,46,27,0,230,190,93,34.821922,-118.887598
