State,County,Year,Days_with_AQI,Good_Days,Moderate_Days,Unhealthy_Sensitive_Days,Unhealthy_Days,Very_Unhealthy_Days,Hazardous_Days,Max_AQI,90th_Percentile_AQI,Median_AQI,Latitude,Longitude
Colorado,Delta,1995,342,333,9,0,0,0,0,58,38,20,38.8764,-107.6023
Colorado,Denver,1995,365,147,204,14,0,0,0,136,85,54,39.7861,-104.9886
Colorado,Douglas,1995,183,114,60,9,0,0,0,126,90,47,39.534488,-105.070358
Colorado,El Paso,1995,365,226,112,27,0,0,0,112,79,47,38.848014,-104.828564
Colorado,Fremont,1995,290,288,2,0,0,0,0,56,30,15,38.43829,-105.24504
Colorado,Garfield,1995,60,53,7,0,0,0,0,60,53,25,39.53068,-107.78225
Colorado,Gunnison,1995,339,240,98,1,0,0,0,101,64,46,38.9564,-106.9858
Colorado,Jackson,1995,90,90,0,0,0,0,0,30,20,8,40.5383,-106.6766
Colorado,Jefferson,1995,365,261,82,19,3,0,0,156,87,44,39.620408,-105.33872
Colorado,La Plata,1995,365,315,50,0,0,0,0,84,54,40,37.10258,-107.870219
Colorado,Larimer,1995,365,268,90,7,0,0,0,136,67,45,40.57747,-105.07892
Colorado,Mesa,1995,365,340,25,0,0,0,0,60,48,31,39.130575,-108.313835
Colorado,Montezuma,1995,358,292,66,0,0,0,0,90,58,44,37.20006,-108.7331
Colorado,Pitkin,1995,340,329,11,0,0,0,0,66,38,18,39.19296,-106.82323
Colorado,Prowers,1995,337,314,21,2,0,0,0,113,45,20,38.084688,-102.618641
Colorado,Pueblo,1995,51,48,3,0,0,0,0,73,42,20,38.276099,-104.597613
Colorado,Routt,1995,350,300,50,0,0,0,0,93,57,20,40.485201,-106.831625
Colorado,San Juan,1995,100,100,0,0,0,0,0,35,20,10,37.659409,-107.800541
Colorado,San Miguel,1995,320,280,40,0,0,0,0,83,55,25,37.937872,-107.813061
Colorado,Weld,1995,365,300,61,4,0,0,0,115,58,38,40.181625,-104.72613
Connecticut,Fairfield,1995,365,239,92,17,10,7,0,226,97,44,41.118333,-73.336667
Connecticut,Hartford,1995,365,289,53,15,6,2,0,208,77,39,41.784722,-72.631667
Connecticut,Litchfield,1995,239,181,36,15,6,1,0,202,97,42,41.821342,-73.297257
Connecticut,Middlesex,1995,233,180,23,19,8,3,0,219,119,39,41.55,-72.626
Connecticut,New Haven,1995,365,240,97,16,6,6,0,238,90,44,41.256788,-72.55327
Connecticut,New London,1995,365,306,44,7,5,3,0,215,67,32,41.35362,-72.07882
Connecticut,Tolland,1995,360,303,37,14,4,2,0,209,77,30,41.976389,-72.388056
Connecticut,Windham,1995,284,227,31,16,8,2,0,215,100,38,41.84046,-72.010368
Country Of Mexico,BAJA CALIFORNIA NORTE,1995,31,21,8,2,0,0,0,102,90,46,32.633671,-115.504995
Country Of Mexico,SONORA,1995,70,39,31,0,0,0,0,96,78,46,32.466389,-114.768611
Delaware,Kent,1995,192,111,51,23,5,2,0,213,115,47,39.155,-75.518056
Delaware,New Castle,1995,365,108,147,82,22,6,0,232,142,74,39.739444,-75.558056
Delaware,Sussex,1995,339,239,72,23,5,0,0,197,87,32,38.7791,-75.16323
District Of Columbia,District of Columbia,1995,364,177,129,39,16,3,0,219,115,52,38.875161,-77.012816
Florida,Alachua,1995,61,61,0,0,0,0,0,46,27,18,29.566112,-82.26608
Florida,Bay,1995,55,53,2,0,0,0,0,64,34,20,30.130433,-85.731517
Florida,Brevard,1995,365,313,51,1,0,0,0,119,58,38,28.310841,-80.61533
Florida,Broward,1995,365,312,50,2,1,0,0,161,61,38,26.087567,-80.111152
Florida,Citrus,1995,101,74,27,0,0,0,0,75,58,36,28.748678,-82.554769
Florida,Collier,1995,59,58,1,0,0,0,0,56,22,14,26.270083,-81.710959
Florida,Duval,1995,364,269,82,12,1,0,0,154,74,41,30.262778,-81.606833
Florida,Escambia,1995,364,233,89,35,7,0,0,177,105,44,30.36805,-87.270967
Florida,Hamilton,1995,360,267,60,32,1,0,0,174,95,21,30.42659,-82.794715
Florida,Hillsborough,1995,365,70,159,124,12,0,0,200,129,85,27.96565,-82.2304
Florida,Lee,1995,365,327,35,3,0,0,0,115,51,36,26.449247,-81.939256
Florida,Leon,1995,265,207,53,5,0,0,0,147,71,38,30.439722,-84.346389
Florida,Liberty,1995,331,273,55,3,0,0,0,133,67,40,30.1103,-84.9903
Florida,Manatee,1995,365,302,55,8,0,0,0,129,71,38,27.449763,-82.522041
Florida,Miami-Dade,1995,365,295,56,12,2,0,0,156,67,40,25.471944,-80.482778
Florida,Nassau,1995,365,281,57,23,4,0,0,200,87,21,30.62695,-81.535807
Florida,Orange,1995,364,276,69,19,0,0,0,133,84,39,28.596389,-81.3625
Florida,Osceola,1995,365,321,41,3,0,0,0,119,54,37,28.347509,-81.636464
Florida,Palm Beach,1995,365,316,43,6,0,0,0,127,58,37,26.456944,-80.092778
Florida,Pasco,1995,352,291,53,8,0,0,0,122,67,39,28.195574,-82.756264
Florida,Pinellas,1995,365,220,107,36,2,0,0,158,101,46,28.141667,-82.739722
Florida,Polk,1995,365,279,76,10,0,0,0,143,74,40,28.028889,-81.972222
Florida,Putnam,1995,365,317,38,10,0,0,0,146,57,14,29.687748,-81.656509
Florida,Sarasota,1995,365,238,116,10,1,0,0,154,71,45,27.089194,-82.362583
Florida,Seminole,1995,362,307,50,4,1,0,0,151,64,37,28.746111,-81.310556
Florida,St. Lucie,1995,92,86,6,0,0,0,0,80,47,28,27.389079,-80.311033
Florida,Volusia,1995,365,316,48,1,0,0,0,122,58,37,29.206667,-81.0525
Georgia,Charlton,1995,100,68,32,0,0,0,0,88,61,41,30.740718,-82.128154
Georgia,Chatham,1995,322,240,75,7,0,0,0,119,71,37,32.090779,-81.130222
Georgia,Chattooga,1995,58,56,2,0,0,0,0,67,42,19,34.474526,-85.408847
Georgia,Dawson,1995,273,178,82,12,1,0,0,179,84,46,34.376227,-84.059506
Georgia,DeKalb,1995,365,237,65,38,19,6,0,225,133,43,33.698643,-84.272614
Georgia,Dougherty,1995,364,361,3,0,0,0,0,74,16,3,31.5776,-84.0998
Georgia,Douglas,1995,276,165,62,35,10,4,0,215,129,44,33.741242,-84.776429
Georgia,Floyd,1995,351,331,17,3,0,0,0,119,39,6,34.2434,-85.3259
Georgia,Fulton,1995,364,213,95,35,11,10,0,224,129,45,33.7784,-84.3914
Georgia,Glynn,1995,337,321,14,2,0,0,0,129,44,14,31.169805,-81.495035
Georgia,Gwinnett,1995,219,106,79,24,9,1,0,204,115,51,33.9632,-84.0691
Georgia,Muscogee,1995,280,173,74,26,7,0,0,185,108,45,32.539571,-84.844732
Georgia,Pike,1995,266,145,79,29,13,0,0,192,129,48,33.1787,-84.4052
Georgia,Richmond,1995,270,160,77,29,4,0,0,185,105,45,33.4339,-82.0224
Georgia,Rockdale,1995,364,238,74,30,17,5,0,229,119,39,33.588545,-84.069608
Georgia,Washington,1995,59,54,5,0,0,0,0,62,46,23,32.967359,-82.806871
Hawaii,Hawaii,1995,362,225,7,32,98,0,0,200,200,32,19.555444,-155.102028
Hawaii,Honolulu,1995,365,362,3,0,0,0,0,62,39,22,21.390861,-157.96525
Hawaii,Kauai,1995,57,57,0,0,0,0,0,34,23,15,21.949599,-159.36624
Hawaii,Maui,1995,225,224,1,0,0,0,0,60,37,28,20.7585,-156.24789
Idaho,Ada,1995,361,323,38,0,0,0,0,87,51,30,43.647667,-116.214563
Idaho,Bannock,1995,365,224,105,36,0,0,0,126,100,41,42.978248,-112.455813
Idaho,Blaine,1995,58,58,0,0,0,0,0,36,27,17,43.6825,-114.371267
Idaho,Bonner,1995,116,109,7,0,0,0,0,63,42,21,48.292141,-116.556656
Idaho,Bonneville,1995,62,61,1,0,0,0,0,56,36,20,43.4647,-112.04645
Idaho,Butte,1995,351,332,19,0,0,0,0,61,48,40,43.460556,-113.562222
Idaho,Canyon,1995,59,49,10,0,0,0,0,64,60,34,43.58031,-116.562676
Idaho,Caribou,1995,61,59,2,0,0,0,0,60,32,16,42.695198,-111.594669
Idaho,Custer,1995,103,103,0,0,0,0,0,30,18,8,44.170385,-114.928034
Idaho,Kootenai,1995,117,108,9,0,0,0,0,63,49,26,47.715385,-116.827245
Idaho,Lemhi,1995,136,126,10,0,0,0,0,81,46,13,45.181897,-113.890285
Idaho,Nez Perce,1995,346,325,21,0,0,0,0,85,43,20,46.3972,-116.8062
Idaho,Shoshone,1995,121,101,20,0,0,0,0,81,57,25,47.536389,-116.236667
Idaho,Twin Falls,1995,61,59,2,0,0,0,0,81,31,20,42.555278,-114.358333
Illinois,Adams,1995,365,278,56,30,1,0,0,158,93,35,39.915409,-91.335868
Illinois,Champaign,1995,365,284,57,21,3,0,0,159,90,33,40.05278,-88.37251
Illinois,Cook,1995,365,105,196,42,18,4,0,222,111,64,42.062053,-87.675254
Illinois,DuPage,1995,365,311,44,8,2,0,0,187,64,29,41.813049,-88.072827
Illinois,Effingham,1995,225,134,68,18,5,0,0,169,101,46,39.067159,-88.548934
Illinois,Jersey,1995,228,168,39,16,5,0,0,174,93,43,39.101439,-90.344494
Illinois,Jo Daviess,1995,252,175,55,20,2,0,0,154,93,39,42.2869,-89.9997
Illinois,Kane,1995,365,310,36,12,6,1,0,205,71,29,41.784717,-88.329374
Illinois,La Salle,1995,360,314,46,0,0,0,0,81,53,23,41.293015,-89.049425
Illinois,Lake,1995,365,301,41,12,9,2,0,203,80,32,42.467573,-87.810047
Illinois,Macon,1995,365,270,73,20,2,0,0,177,80,40,39.846856,-88.923323
Illinois,Macoupin,1995,365,299,43,21,2,0,0,197,84,35,39.396075,-89.809739
Illinois,Madison,1995,365,52,120,143,49,1,0,202,157,102,38.869001,-89.622816
Illinois,McHenry,1995,359,291,46,14,8,0,0,197,77,31,42.221442,-88.242207
Illinois,Peoria,1995,365,215,99,43,8,0,0,163,110,45,40.745504,-89.585869
Illinois,Randolph,1995,365,194,105,47,18,1,0,203,133,48,38.176278,-89.788459
Illinois,Rock Island,1995,365,330,28,7,0,0,0,126,50,31,41.514727,-90.51735
Illinois,Saint Clair,1995,365,114,131,111,8,1,0,207,133,72,38.612034,-90.160477
Illinois,Sangamon,1995,365,243,52,60,10,0,0,189,120,40,39.831522,-89.640926
Illinois,Tazewell,1995,362,252,48,52,10,0,0,200,113,23,40.55646,-89.654028
Illinois,Wabash,1995,359,259,57,30,13,0,0,197,105,27,38.397789,-87.773853
Illinois,Will,1995,365,281,57,21,6,0,0,182,90,36,41.221537,-88.190967
Illinois,Winnebago,1995,365,305,44,12,4,0,0,182,74,35,42.334982,-89.037775
Indiana,Allen,1995,362,262,64,25,11,0,0,197,100,32,41.094965,-85.101816
Indiana,Clark,1995,207,105,56,29,14,3,0,209,143,50,38.288191,-85.741337
Indiana,Daviess,1995,360,274,49,34,3,0,0,173,101,17,38.573253,-87.214613
Indiana,Dubois,1995,51,47,4,0,0,0,0,58,48,24,38.391799,-86.929668
Indiana,Elkhart,1995,177,107,48,18,4,0,0,185,122,48,41.657155,-85.968446
Indiana,Floyd,1995,365,193,97,61,14,0,0,185,122,49,38.30703,-85.832974
Indiana,Gibson,1995,357,229,78,41,9,0,0,200,110,36,38.392991,-87.748323
Indiana,Hamilton,1995,183,86,56,29,11,1,0,206,133,51,39.928804,-86.078775
Indiana,Knox,1995,349,240,77,28,4,0,0,166,93,38,38.7408,-87.4853
Indiana,LaPorte,1995,365,254,62,28,15,6,0,227,112,39,41.707212,-86.891216
Indiana,Lake,1995,365,167,141,40,14,3,0,225,115,53,41.639306,-87.493609
Indiana,Madison,1995,213,110,59,34,9,1,0,201,133,50,40.125703,-85.652184
Indiana,Marion,1995,365,131,151,66,16,1,0,201,125,64,39.787933,-86.13088
Indiana,Porter,1995,365,221,103,25,13,3,0,204,105,44,41.635404,-87.150567
Indiana,Posey,1995,324,278,32,14,0,0,0,146,60,21,38.00641,-87.718354
Indiana,Spencer,1995,263,175,66,22,0,0,0,141,94,37,38.167523,-86.983214
Indiana,St. Joseph,1995,365,270,58,24,12,1,0,201,101,36,41.754722,-86.11
Indiana,Sullivan,1995,355,315,33,7,0,0,0,114,54,21,39.044992,-87.258969
Indiana,Tippecanoe,1995,269,156,81,29,3,0,0,182,108,46,40.431639,-86.8525
Indiana,Vanderburgh,1995,365,142,138,62,23,0,0,190,128,59,37.97768,-87.596836
Indiana,Vigo,1995,365,200,114,47,4,0,0,180,105,48,39.507688,-87.37444
Indiana,Wabash,1995,269,162,69,30,8,0,0,177,112,44,40.816038,-85.661408
Indiana,Warrick,1995,365,114,93,119,37,2,0,203,154,89,37.954444,-87.321667
Iowa,Black Hawk,1995,55,50,5,0,0,0,0,68,48,31,42.501543,-92.316017
Iowa,Cerro Gordo,1995,340,290,49,1,0,0,0,142,53,31,43.16944,-93.202426
Iowa,Clinton,1995,365,261,95,9,0,0,0,117,70,33,41.874999,-90.177574
Iowa,Lee,1995,355,263,62,29,1,0,0,152,94,16,40.400959,-91.391012
Iowa,Linn,1995,365,202,110,52,1,0,0,162,103,46,41.948708,-91.639535
Iowa,Muscatine,1995,365,173,70,80,42,0,0,200,156,57,41.4069,-91.0616
Iowa,Polk,1995,365,309,47,9,0,0,0,136,61,37,41.603517,-93.7479
Iowa,Scott,1995,365,248,101,13,3,0,0,156,77,41,41.512077,-90.624044
Iowa,Van Buren,1995,365,331,31,3,0,0,0,105,49,31,40.695078,-92.006318
Iowa,Woodbury,1995,55,49,6,0,0,0,0,59,51,19,42.499844,-96.394755
Kansas,Ford,1995,38,36,2,0,0,0,0,77,44,22,37.775303,-100.03544
Kansas,Johnson,1995,48,45,3,0,0,0,0,61,43,22,38.838575,-94.746424
Kansas,Neosho,1995,51,50,1,0,0,0,0,52,45,20,37.67696,-95.47594
Kansas,Sedgwick,1995,365,296,58,10,1,0,0,156,71,35,37.897506,-97.492083
Kansas,Shawnee,1995,39,36,3,0,0,0,0,65,49,24,39.024265,-95.711275
Kansas,Sherman,1995,363,331,31,1,0,0,0,115,49,34,39.342801,-101.702996
Kansas,Wyandotte,1995,365,181,112,62,9,1,0,201,116,51,39.117219,-94.635605
Kentucky,Bell,1995,365,279,69,16,1,0,0,151,80,35,36.60843,-83.73694
Kentucky,Boone,1995,214,146,47,20,1,0,0,195,100,44,38.91833,-84.852637
Kentucky,Boyd,1995,365,175,125,51,14,0,0,200,118,52,38.45934,-82.64041
Kentucky,Bullitt,1995,364,272,70,18,4,0,0,200,84,36,37.98629,-85.71192
Kentucky,Campbell,1995,365,264,73,23,4,1,0,202,90,41,39.021881,-84.47445
Kentucky,Carter,1995,47,43,4,0,0,0,0,57,49,27,38.23887,-82.9881
Kentucky,Christian,1995,91,52,32,7,0,0,0,150,90,47,36.91171,-87.323337
Kentucky,Daviess,1995,365,228,104,29,4,0,0,177,97,44,37.780776,-87.075307
Kentucky,Edmonson,1995,359,224,110,19,6,0,0,187,93,43,37.13179,-86.142953
Kentucky,Fayette,1995,365,257,78,22,8,0,0,197,93,41,38.06503,-84.49761
Kentucky,Greenup,1995,353,247,84,20,2,0,0,174,90,38,38.548136,-82.731163
Kentucky,Hancock,1995,351,209,98,36,8,0,0,190,105,44,37.93829,-86.89719
Kentucky,Hardin,1995,234,123,76,27,7,1,0,206,108,48,37.705612,-85.852629
Kentucky,Henderson,1995,365,196,109,52,8,0,0,182,110,48,37.654381,-87.511427
Kentucky,Jefferson,1995,365,134,157,60,14,0,0,197,119,61,38.23158,-85.82678
Kentucky,Jessamine,1995,213,135,59,14,5,0,0,197,100,45,37.89147,-84.58825
Kentucky,Livingston,1995,356,224,100,27,5,0,0,166,97,43,37.07151,-88.33389
Kentucky,Madison,1995,60,57,3,0,0,0,0,58,45,23,37.736349,-84.291774
Kentucky,Marshall,1995,61,58,3,0,0,0,0,59,42,22,37.047914,-88.338323
Kentucky,McCracken,1995,365,265,83,17,0,0,0,150,80,41,37.05822,-88.57251
Kentucky,Morgan,1995,270,148,83,33,5,1,0,205,119,48,37.9214,-83.0662
Kentucky,Oldham,1995,205,123,55,19,8,0,0,166,119,46,38.4002,-85.44428
Kentucky,Perry,1995,314,257,46,10,1,0,0,159,74,31,37.28329,-83.20932
Kentucky,Pike,1995,230,140,63,21,6,0,0,200,119,45,37.4826,-82.53532
Kentucky,Pulaski,1995,238,147,73,16,2,0,0,200,93,46,37.09798,-84.61152
Kentucky,Simpson,1995,357,238,86,31,2,0,0,179,97,41,36.708607,-86.566284
Kentucky,Trigg,1995,331,197,93,34,7,0,0,172,105,44,36.7841,-87.8499
Kentucky,Warren,1995,61,61,0,0,0,0,0,48,36,19,37.04926,-86.21487
Kentucky,Washington,1995,263,140,87,26,10,0,0,179,115,49,37.7046,-85.0485
Louisiana,Ascension,1995,337,259,45,24,9,0,0,174,100,35,30.229653,-90.965628
Louisiana,Bossier,1995,364,289,61,14,0,0,0,129,77,36,32.535293,-93.747041
Louisiana,Caddo,1995,360,270,67,21,2,0,0,169,87,39,32.471819,-93.795179
Louisiana,Calcasieu,1995,365,258,79,22,6,0,0,185,97,41,30.103724,-93.285598
Louisiana,East Baton Rouge,1995,365,227,83,39,12,4,0,216,112,44,30.577617,-91.235323
Louisiana,Iberville,1995,365,247,64,36,17,1,0,204,126,40,30.204218,-91.126041
Louisiana,Jefferson,1995,359,266,58,30,5,0,0,172,100,38,29.900314,-90.109836
Louisiana,Lafayette,1995,362,259,65,27,10,1,0,201,112,38,30.22611,-92.042908
Louisiana,Lafourche,1995,339,250,43,33,12,1,0,205,119,36,29.764098,-90.765275
Louisiana,Livingston,1995,360,283,51,21,5,0,0,172,87,36,30.315406,-90.811383
Louisiana,Orleans,1995,365,278,80,7,0,0,0,133,70,40,30.108633,-89.761683
Louisiana,Ouachita,1995,362,268,65,28,1,0,0,151,93,39,32.509959,-92.046196
Louisiana,Pointe Coupee,1995,362,282,59,19,2,0,0,174,80,39,30.681718,-91.366247
Louisiana,Rapides,1995,58,58,0,0,0,0,0,47,34,19,31.177824,-92.410746
Louisiana,St. Bernard,1995,365,238,102,24,1,0,0,156,91,42,29.943164,-89.97625
Louisiana,St. Charles,1995,358,276,51,26,5,0,0,182,93,37,29.997366,-90.411185
Louisiana,St. James,1995,364,279,47,30,8,0,0,185,101,36,30.052341,-90.670833
Louisiana,St. John the Baptist,1995,358,270,50,35,3,0,0,192,101,37,30.07783,-90.532944
Louisiana,West Baton Rouge,1995,364,222,99,39,4,0,0,179,104,42,30.327723,-91.284108
Maine,Androscoggin,1995,365,336,29,0,0,0,0,95,44,13,43.974622,-70.124608
Maine,Aroostook,1995,365,174,141,47,3,0,0,200,105,52,46.6041,-68.4135
Maine,Cumberland,1995,365,313,37,7,7,1,0,212,60,36,43.832458,-70.063815
Maine,Hancock,1995,355,311,29,10,5,0,0,197,56,35,44.37705,-68.2609
Maine,Kennebec,1995,240,218,16,6,0,0,0,133,49,31,44.230622,-69.785
Maine,Knox,1995,237,209,16,6,4,2,0,210,54,31,43.917955,-69.26059
Maine,Oxford,1995,365,351,11,2,1,0,0,156,46,29,44.377794,-70.854697
Maine,Penobscot,1995,365,309,46,8,2,0,0,179,61,35,44.94798,-68.64788
Maine,Washington,1995,226,202,14,8,2,0,0,190,55,33,45.125837,-67.265408
Maine,York,1995,263,225,17,13,5,3,0,217,77,34,43.343167,-70.471034
Maryland,Allegany,1995,362,359,3,0,0,0,0,54,31,14,39.483617,-79.026383
Maryland,Anne Arundel,1995,365,204,90,42,22,7,0,244,133,45,39.158911,-76.511025
Maryland,Baltimore,1995,364,266,60,20,13,5,0,222,105,40,39.310833,-76.474444
Maryland,Baltimore (City),1995,365,230,84,29,16,6,0,221,112,44,39.328807,-76.553075
Maryland,Carroll,1995,214,122,49,26,15,2,0,203,143,48,39.444294,-77.042252
Maryland,Cecil,1995,224,127,53,28,11,5,0,229,136,47,39.702982,-75.864771
Maryland,Charles,1995,207,103,63,31,10,0,0,190,129,51,38.508547,-76.811864
Maryland,Dorchester,1995,54,9,14,17,14,0,0,190,174,115,38.444971,-76.111274
Maryland,Frederick,1995,35,32,3,0,0,0,0,54,41,28,39.42276,-77.37519
Maryland,Garrett,1995,60,57,3,0,0,0,0,61,44,19,39.70595,-79.012
Maryland,Harford,1995,360,244,58,36,15,7,0,228,126,39,39.563333,-76.203889
Maryland,Kent,1995,210,116,51,28,12,3,0,213,136,47,39.305021,-75.797317
Maryland,Montgomery,1995,350,270,45,20,13,2,0,208,101,31,39.114313,-77.106876
Maryland,Prince George's,1995,364,251,58,37,14,4,0,225,115,40,39.0284,-76.8171
Maryland,Washington,1995,35,34,1,0,0,0,0,52,38,25,39.564178,-77.720244
Massachusetts,Barnstable,1995,213,157,32,16,5,3,0,221,108,41,41.975804,-70.023598
Massachusetts,Berkshire,1995,171,141,25,5,0,0,0,143,64,36,42.702223,-73.110414
Massachusetts,Bristol,1995,365,256,69,29,4,7,0,221,105,39,41.645381,-70.897504
Massachusetts,Essex,1995,365,240,95,22,7,1,0,212,90,43,42.770837,-71.10229
Massachusetts,Hampden,1995,365,234,103,20,7,1,0,204,90,44,42.120229,-72.584503
Massachusetts,Hampshire,1995,365,304,37,17,6,1,0,205,80,37,42.298493,-72.334079
Massachusetts,Middlesex,1995,365,274,62,21,7,1,0,206,90,36,42.612085,-71.306986
Massachusetts,Norfolk,1995,364,348,16,0,0,0,0,72,42,31,42.211774,-71.11397
Massachusetts,Plymouth,1995,191,167,17,6,1,0,0,159,61,31,42.065106,-71.012129
Massachusetts,Suffolk,1995,365,204,140,19,2,0,0,200,84,48,42.325186,-71.056061
Massachusetts,Worcester,1995,365,285,58,16,4,2,0,203,80,41,42.099699,-71.619399
Michigan,Allegan,1995,274,185,49,26,10,4,0,260,126,40,42.767786,-86.148577
Michigan,Benzie,1995,177,121,33,16,7,0,0,192,112,43,44.616943,-86.109408
Michigan,Berrien,1995,183,105,50,22,4,2,0,206,115,47,42.19779,-86.309694
Michigan,Cass,1995,176,92,51,19,13,1,0,206,147,50,41.89557,-86.001629
Michigan,Clinton,1995,183,151,24,8,0,0,0,133,74,40,42.798339,-84.393795
Michigan,Genesee,1995,358,306,38,13,1,0,0,159,66,30,43.168336,-83.461541
Michigan,Huron,1995,177,131,34,11,0,1,0,203,93,39,43.836388,-82.6429
Michigan,Ingham,1995,180,132,32,12,4,0,0,182,93,42,42.761387,-84.562779
Michigan,Kalamazoo,1995,365,300,42,15,7,1,0,201,77,37,42.278067,-85.54189
Michigan,Kent,1995,365,296,43,17,7,2,0,229,84,30,43.176672,-85.416608
Michigan,Lenawee,1995,173,116,45,8,4,0,0,179,90,44,41.995568,-83.946559
Michigan,Macomb,1995,364,285,58,12,7,2,0,207,80,35,42.51334,-83.005971
Michigan,Manistee,1995,268,213,38,11,6,0,0,174,87,38,44.307,-86.242649
Michigan,Mason,1995,175,113,32,18,8,4,0,216,122,45,43.953334,-86.294415
Michigan,Monroe,1995,61,59,2,0,0,0,0,54,37,20,41.886989,-83.364098
Michigan,Muskegon,1995,183,118,35,17,9,4,0,251,126,44,43.278061,-86.311083
Michigan,Oakland,1995,355,314,25,14,2,0,0,177,54,23,42.679172,-83.130141
Michigan,Ottawa,1995,179,133,29,15,2,0,0,172,97,39,42.92361,-86.196487
Michigan,St. Clair,1995,365,211,86,57,9,2,0,204,114,43,42.773556,-82.47583
Michigan,Tuscola,1995,268,213,33,17,5,0,0,169,97,37,43.6138,-83.3591
Michigan,Washtenaw,1995,268,195,52,16,5,0,0,179,93,39,42.416636,-83.902185
Michigan,Wayne,1995,365,146,137,74,8,0,0,185,116,60,42.270009,-83.162585
Minnesota,Anoka,1995,349,309,29,8,3,0,0,182,54,31,45.13768,-93.207615
Minnesota,Carlton,1995,59,59,0,0,0,0,0,40,23,11,46.713694,-92.511722
Minnesota,Dakota,1995,365,278,62,24,1,0,0,157,78,39,44.706123,-93.285803
Minnesota,Hennepin,1995,365,306,59,0,0,0,0,76,56,40,45.013611,-93.272049
Minnesota,Lake,1995,356,331,24,1,0,0,0,101,47,31,47.948622,-91.495574
Minnesota,Olmsted,1995,278,278,0,0,0,0,0,46,33,23,43.996908,-92.450366
Minnesota,Ramsey,1995,365,309,53,3,0,0,0,140,54,36,45.074799,-93.030755
Minnesota,Saint Louis,1995,365,362,3,0,0,0,0,70,31,17,46.72938,-92.15998
Minnesota,Stearns,1995,348,346,2,0,0,0,0,63,38,24,45.549839,-94.13345
Minnesota,Washington,1995,363,263,79,18,3,0,0,177,89,38,45.168004,-92.765136
Minnesota,Wright,1995,355,355,0,0,0,0,0,50,36,17,45.20916,-93.66921
Mississippi,DeSoto,1995,262,145,74,39,4,0,0,179,119,48,34.82166,-89.98783
Mississippi,Hancock,1995,266,157,68,37,4,0,0,172,119,47,30.300833,-89.395916
Mississippi,Harrison,1995,355,313,26,14,2,0,0,167,67,7,30.390369,-89.049778
Mississippi,Hinds,1995,365,291,68,6,0,0,0,129,77,35,32.346722,-90.225667
Mississippi,Jackson,1995,362,276,61,25,0,0,0,150,90,37,30.378287,-88.53393
Mississippi,Lauderdale,1995,275,209,58,7,1,0,0,151,77,40,32.364565,-88.731491
Mississippi,Lee,1995,262,192,57,13,0,0,0,150,87,42,34.264917,-88.766222
Mississippi,Yalobusha,1995,271,172,74,23,2,0,0,154,100,46,34.002747,-89.799183
Missouri,Buchanan,1995,365,281,50,27,7,0,0,200,97,17,39.741694,-94.858584
Missouri,Clay,1995,365,247,82,19,15,2,0,221,100,43,39.331913,-94.580931
Missouri,Greene,1995,365,193,115,48,9,0,0,199,111,49,37.319186,-93.204411
Missouri,Iron,1995,365,145,90,65,65,0,0,200,183,64,37.63211,-91.13565
Missouri,Jackson,1995,365,250,93,22,0,0,0,136,87,42,39.047911,-94.450513
Missouri,Jefferson,1995,365,171,80,75,38,1,0,203,154,57,38.10525,-90.29842
Missouri,Monroe,1995,365,284,57,21,3,0,0,154,84,39,39.474976,-91.788991
Missouri,Saint Charles,1995,365,207,87,41,23,7,0,221,136,47,38.595607,-90.830618
Missouri,Saint Louis,1995,365,156,140,44,24,1,0,208,122,55,38.650329,-90.350313
Missouri,St. Louis City,1995,365,149,167,43,5,1,0,208,106,55,38.63114,-90.28115
Missouri,Taney,1995,365,365,0,0,0,0,0,23,13,11,36.613879,-92.92228
Montana,Cascade,1995,365,307,56,2,0,0,0,132,57,25,47.494318,-111.303317
Montana,Fergus,1995,88,88,0,0,0,0,0,29,16,7,47.582225,-108.720383
Montana,Flathead,1995,365,313,52,0,0,0,0,93,56,35,48.5103,-113.99681
Montana,Gallatin,1995,122,105,17,0,0,0,0,97,53,24,45.683765,-111.056282
Montana,Lake,1995,365,341,24,0,0,0,0,87,46,20,47.773283,-114.269975
Montana,Lewis and Clark,1995,365,126,128,93,18,0,0,200,127,71,46.826103,-111.711573
Montana,Lincoln,1995,359,328,31,0,0,0,0,70,48,22,48.391545,-115.553309
Montana,Missoula,1995,365,326,39,0,0,0,0,84,51,32,47.17563,-113.476182
Montana,Phillips,1995,91,91,0,0,0,0,0,46,21,9,48.317507,-107.862471
Montana,Ravalli,1995,335,327,8,0,0,0,0,63,32,15,45.859686,-114.001032
Montana,Roosevelt,1995,38,38,0,0,0,0,0,37,24,14,48.30795,-105.102866
Montana,Rosebud,1995,365,338,26,1,0,0,0,122,46,17,45.648328,-106.557247
Montana,Sanders,1995,118,107,11,0,0,0,0,75,49,23,47.954771,-115.671925
Montana,Silver Bow,1995,358,344,14,0,0,0,0,72,37,17,46.002602,-112.501247
Montana,Yellowstone,1995,365,20,90,218,37,0,0,200,151,113,45.806311,-108.425978
Nebraska,Cass,1995,336,315,21,0,0,0,0,85,46,21,40.865557,-96.146955
Nebraska,Douglas,1995,365,278,67,20,0,0,0,147,81,38,41.316675,-95.946404
